1997,9701117,9511213
1996,9604164,9508144
1999,9907086,9801017
1998,9806026,9506212
1996,9606077,9412184
1995,9504074,9211102
1999,9909177,9910212
1999,9901008,9810099
1999,9902157,9304047
1998,9804105,9704174
1998,9808049,9701166
1999,9905055,9704080
1997,9708049,9706226
1997,9706210,9612103
1999,9908020,9803015
1996,9603061,9503124
1995,9511218,9504147
1995,9509171,9208027
1994,9409163,9404039
1999,9907029,9608024
1997,9610162,9602147
1997,9709058,9605036
1999,9906063,9705151
1999,9910013,9204099
1994,9406090,9304026
1999,9911173,9710230
1999,9903214,9711200
1996,9604051,9601168
1996,9503191,9208079
1998,9812072,9703098
1999,9910081,9909127
1999,9903196,9802109
1999,9910106,9409089
1997,9711143,9410073
1997,9704013,9608154
1998,9805069,9805018
1999,9904190,9802109
1997,9712141,9704059
1998,9811080,9507121
1993,9312120,9201056
1998,9801049,9612121
1995,9507115,9302103
1994,9406090,9301042
1996,9603042,9511154
1998,9803187,9210036
1998,9806015,9805172
1998,9805120,9510007
1998,9803160,9605182
1998,9804150,9301102
1996,9608136,9406216
1999,9901120,9703166
1999,9909139,9908142
1993,9312201,9203045
1997,9703049,9608012
1999,9912271,9804125
1999,9910244,9806036
1998,9812127,9808131
1998,9803002,9711200
1997,9702077,9604179
1997,9707020,9306066
1999,9803218,9601076
1997,9707203,9607050
1998,9812087,9608116
1998,9804111,9604042
1998,9811249,9807233
1999,9906142,9404162
1997,9706130,9408074
1993,9310156,9203052
1998,9809188,9803001
1998,9807207,9709137
1996,9604091,9601057
1995,9508020,9302086
1997,9709160,9602064
1998,9809045,9611173
1997,9712193,9710034
1999,9902106,9804058
1996,9609123,9510101
1998,9802086,9606082
1998,9801162,9710009
1994,9409090,9409036
1997,9711112,9511173
1996,9608157,9506184
1996,9607157,9510209
1998,9806066,9712072
1995,9506104,9501072
1998,9810159,9710119
1998,9802168,9608096
1999,9901095,9508072
1997,9710046,9612015
1999,9903268,9605150
1993,9304156,9203039
1996,9603033,9506112
1999,9908004,9410073
1997,9611050,9504027
1999,9904209,9709137
1995,9509070,9507048
1997,9712253,9711072
1996,9608046,9402044
1998,9812211,9604044
1999,9905055,9712082
1999,9905059,9901001
1997,9709199,9708063
1999,9903050,9704041
1996,9606037,9506085
1999,9906009,9904015
1996,9605091,9603126
1996,9609087,9403048
1997,9701055,9603073
1995,9504139,9206016
1997,9706071,9606185
1995,9508029,9305025
1997,9606133,9601050
1998,9809189,9612128
1997,9707224,9702031
1996,9603188,9508021
1996,9605085,9508094
1997,9702046,9609004
1998,9801173,9507169
1996,9610098,9606013
1994,9406002,9302078
1998,9807053,9304057
1999,9909027,9707061
1998,9801084,9602022
1997,9712077,9705053
1996,9612022,9607201
1999,9907096,9704056
1999,9812188,9705162
1999,9901028,9510209
1997,9704101,9701137
1999,9903154,9412184
1999,9903023,9808016
1996,9608185,9605229
1997,9709008,9311055
1999,9902005,9711130
1996,9605070,9409011
1996,9601080,9505131
1999,9910050,9611230
1995,9512017,9509161
1999,9912144,9612121
1999,9910036,9908109
1995,9511187,9501144
1999,9908199,9612254
1999,9903210,9704098
1995,9511083,9207096
1997,9709004,9504034
1995,9510102,9308063
1998,9803216,9709027
1996,9607092,9506011
1996,9612182,9608017
1997,9703146,9702076
1995,9509160,9504090
1998,9810201,9805114
1999,9902134,9611106
1998,9810129,9807213
1996,9612039,9211053
1998,9803149,9506116
1998,9804096,9711014
1998,9805142,9703166
1996,9611125,9603078
1999,9901149,9803131
1997,9712021,9609052
1998,9811195,9801142
1996,9608145,9607078
1995,9504109,9201074
1996,9601112,9505003
1995,9512226,9504027
1997,9711042,9511162
1997,9707171,9203079
1994,9405011,9303101
1996,9611106,9505190
1999,9909070,9604090
1998,9806123,9611050
1997,9711055,9705139
1999,9911022,9510204
1996,9605085,9510229
1996,9603140,9510224
1998,9803254,9711014
1997,9705211,9208007
1996,9611196,9609070
1998,9803061,9511162
1997,9705210,9704185
1999,9905118,9711200
1999,9903176,9303013
1997,9701011,9612008
1999,9909193,9702094
1994,9401098,9303032
1997,9701155,9602035
1998,9802130,9801112
1996,9603059,9503124
1998,9812072,9810254
1995,9511050,9211107
1998,9811208,9810214
1997,9612216,9401061
1998,9804198,9603109
1998,9811082,9612015
1996,9612073,9612083
1995,9511228,9511026
1999,9905092,9801034
1993,9302132,9210038
1999,9811064,9711130
1997,9705241,9507038
1998,9812222,9801031
1999,9904082,9403094
1997,9704158,9510169
1996,9611016,9510183
1998,9812072,9703215
1998,9803214,9711138
1995,9503109,9212038
1999,9908165,9802109
1998,9705017,9211011
1996,9606032,9506087
1997,9709049,9203025
1996,9608015,9605077
1999,9906105,9802109
1996,9611146,9606033
1999,9912108,9705163
1992,9209002,9202035
1997,9708083,9612162
1998,9810244,9803051
1997,9707203,9309145
1997,9706050,9705092
1993,9308119,9210024
1999,9812163,9804026
1998,9809076,9701037
1998,9811089,9710188
1994,9402148,9301043
1999,9912218,208020
1997,9701187,9606033
1999,9910118,9804184
1999,9912070,9812219
1998,9803005,9607167
1996,9608173,9602140
1997,9711102,9609239
1999,9902134,9707251
1999,9910125,9606017
1997,9704190,9604179
1999,9910019,9802150
1997,9708022,9510182
1996,9612185,9610055
1997,9703126,9211066
1997,9704165,9603183
1999,9907210,9512219
1997,9610046,9601029
1995,9510137,9503190
1998,9802151,9707019
1994,9411227,9312114
1999,9809145,9808088
1995,9507035,9303103
1998,9809100,9711097
1998,9705131,9602120
1996,9609077,9206081
1997,9708009,9506112
1999,9901101,9803249
1997,9708017,9609062
1995,9506171,9202074
1998,9806109,9710231
1997,9712166,9704089
1999,9901085,9603194
1999,9906237,9709014
1999,9905014,9805180
1998,9811256,9509019
1993,9311138,9204102
1995,9511226,9309045
1997,9612221,9611230
1992,9205071,209014
1998,9804071,9701060
1998,9802140,9610232
1998,9805101,9306103
1997,9711087,9703183
1997,9711072,9607235
1997,9705003,9701015
1995,9512196,9410167
1996,9612235,9602074
1997,9705095,9602022
1998,9804183,9503124
1997,9707200,9610234
1997,9703060,9603126
1997,9707195,9603142
1999,9904016,9703174
1994,9409016,9408035
1998,9703174,9511064
1998,9804161,9304023
1998,9809032,9807196
1998,9808124,9612120
1997,9705193,9611039
1999,9902019,9610191
1998,9806095,9610148
1996,9609003,9511071
1999,9904115,9507012
1999,9903140,9804160
1999,9908137,9703059
1999,9908162,9611230
1998,9810186,9509108
1993,9307111,9212149
1998,9804182,9802109
1999,9905111,9810195
1995,9508046,9410167
1996,9601168,9507144
1994,9403117,9206007
1997,9711093,9601177
1998,9801058,9711161
1999,9905056,9608024
1995,9511157,9504027
1999,9905173,9804123
1999,9908105,9608177
1999,9905153,9512154
1998,9801181,9402002
1997,9709219,9605150
1997,9705050,9207016
1997,9701004,9511015
1998,9709037,9704127
1997,9703197,9604004
1996,9604090,9405124
1999,9910228,9812158
1996,9610148,9602064
1998,9801005,9709212
1999,9901135,9805047
1998,9805051,9505035
1997,9708130,9410167
1998,9808019,9802183
1996,9601123,9411203
1997,9704202,9512086
1998,9807052,9606079
1997,9705174,9606122
1994,9412044,9301047
1995,9501075,9406103
1996,9601097,9401133
1999,9905087,9709029
1998,9811120,9803002
1998,9810145,9709107
1998,9803216,9710129
1998,9807171,9801182
1998,9801060,9603158
1999,9902028,9306076
1995,9511167,9404077
1999,9907114,9804120
1998,9802198,9310194
1999,9911081,9910228
1997,9710096,9509151
1999,9910216,9603161
1998,9804006,9511079
1998,9805146,9802198
1999,9907201,9601029
1999,9904123,9512181
1997,9708157,9602022
1999,9906188,9809192
1998,9708127,9706127
1998,9805189,9712035
1995,9504148,9309039
1997,9703158,9305160
1999,9904124,9412002
1997,9703063,9504081
1999,9902168,9804209
1999,9911172,9906153
1999,9906104,9810139
1994,9402073,9210076
1997,9707173,9610080
1999,9903195,9803051
1995,9505127,9201003
1998,9708153,9703009
1999,9906095,9603090
1999,9803006,9701042
1999,9902111,9605229
1997,9712070,9606044
1998,9811107,9412184
1997,9706183,9301068
1995,9506150,9501068
1998,9810254,9711143
1995,9503057,9502001
1996,9608046,9603158
1997,9701093,9507158
1999,9903268,9406206
1996,9611184,9508155
1998,9801084,9503124
1999,9906018,9611050
1998,9801067,9611230
1996,9603183,9504095
1997,9705175,9504047
1996,9603074,9205009
1993,9310182,9204056
1996,9609031,9201026
1997,9702018,9607051
1994,9411028,9407099
1995,9512043,9504034
1997,9705057,9503115
1997,9712167,9603158
1996,9602144,9510086
1997,9706168,9611202
1997,9709146,9408099
1995,9503178,9305100
1999,9907105,9304078
1995,9505060,9206046
1996,9602147,9203084
1997,9708065,9704095
1997,9710227,9508142
1999,9908125,9608096
1996,9606008,9603161
1996,9602154,9506110
1997,9711150,9704157
1995,9503176,9305160
1998,9806240,9806018
1996,9607203,9406206
1996,9512085,9407087
1998,9708153,9608117
1999,9907125,9404030
1997,9702061,9606176
1997,9710231,9707228
1998,9805208,9704195
1995,9504158,9404184
1995,9503208,9409188
1996,9609087,9510117
1997,9703213,9510039
1997,9712227,9207018
1997,9705094,9507022
1999,9811010,9803051
1998,9804210,9605199
1997,9712253,9709114
1998,9712130,9603081
1999,9908135,9810254
1998,9712033,9706172
1997,9710146,9610251
1999,9901008,9711165
1994,9410073,9307049
1997,9707076,9502013
1997,9709114,9703031
1999,9901009,9811240
1998,9805103,9701172
1999,9909094,9611065
1999,9905194,9707262
1996,9603127,9512077
1997,9707200,9710223
1993,9312185,9201050
1999,9910036,9810225
1998,9802007,9610242
1997,9701106,9509132
1999,9905059,9709013
1999,9907054,9805170
1996,9611176,9605011
1995,9510023,9505105
1997,9704201,9609006
1993,9308057,9211053
1997,9703176,9602082
1997,9703163,9612051
1996,9603059,9504145
1997,9712075,9705162
1999,9906191,9812073
1999,9902044,9712165
1998,9812117,9803249
1998,9801182,9611215
1998,9805043,9710199
1996,9604041,9602077
1997,9704112,9703040
1999,9906164,9904186
1992,9205086,9204089
1998,9807011,9607019
1998,9801132,9710231
1997,9710242,9706168
1999,9907052,9811059
1999,9902055,9609161
1998,9803118,9306002
1998,9712061,9510135
1996,9604067,9302133
1998,9801109,9705221
1998,9803048,9602052
1995,9512221,9209076
1997,9702094,9503179
1997,9703060,9612164
1996,9605120,9212068
1997,9706096,9611163
1999,9809101,9804143
1995,9506113,9212030
1998,9811059,9505161
1998,9802037,9704135
1996,9512079,9209105
1997,9703012,9604097
1998,9807197,9804180
1995,9511126,9407087
1996,9610018,9601003
1997,9710189,9611134
1995,9504070,9411163
1999,9903217,9803117
1997,9705169,9608106
1996,9609123,9505035
1998,9805209,9711009
1999,9903050,9703030
1999,9905006,208020
1996,9601167,9512077
1998,9807115,9807090
1995,9510155,9305097
1998,9805158,9609145
1994,9411014,9405130
1998,9810210,9512121
1999,9902147,9407085
1996,9603087,9512219
1999,9908091,9901042
1996,9610011,9510180
1996,9609192,9605218
1999,9910156,9610066
1998,9803033,9402044
1997,9701041,9511208
1995,9508162,9503201
1998,9804074,9803086
1997,9710149,9411149
1996,9601055,9502011
1999,9911158,9307001
1999,9806117,9712024
1998,9808075,9808014
1996,9602027,9310085
1998,9811093,9505045
1998,9807049,9509074
1998,9806057,9404134
1993,9312036,9203054
1999,9902089,9408029
1995,9511176,9511139
1998,9803189,9803001
1999,9904086,9711200
1994,9406173,9405108
1999,9806199,9802067
1998,9802007,9511125
1998,9802041,9610166
1996,9610142,9603176
1998,9809154,9701156
1993,9309094,9206071
1999,9902181,9806155
1996,9611172,9510055
1992,9206078,9205037
1998,9805027,9602052
1998,9808189,9405028
1997,9703219,9206007
1999,9902071,9806143
1997,9704051,9704021
1999,9812152,9607113
1995,9508143,9402002
1999,9905184,9808090
1997,9706002,9612157
1993,9304010,9204042
1998,9807140,9805134
1996,9608132,9510210
1997,9712076,9303117
1999,9904029,9712188
1995,9509169,9205015
1999,9910038,9411238
1997,9702094,9607202
1996,9611188,9510227
1999,9812218,9606033
1999,9901159,9510161
1999,9911060,9910113
1997,9707244,9704104
1999,9909053,9808122
1995,9504023,9412160
1995,9509112,9210017
1996,9610242,9604199
1997,9708059,9708058
1999,9903215,9709013
1998,9805136,9705221
1998,9806042,9802183
1999,9901149,9512089
1999,9906148,9704177
1995,9503016,9407064
1995,9504027,9305142
1994,9412154,9403073
1999,9904199,9404031
1998,9806127,9502025
1997,9704192,9604063
1997,9707105,9204012
1998,9810142,9606185
1996,9606152,9211082
1994,9412184,9301035
1998,9811251,9712215
1997,9705068,9609239
1995,9507090,9503124
1997,9701019,9611050
1998,9810075,9712185
1993,9309052,9208074
1998,9810208,9302124
1996,9605017,9604127
1997,9707156,9511030
1997,9708055,9407118
1996,9610195,9607105
1998,9802073,9712084
1997,9710046,9603108
1999,9908174,9908076
1995,9511205,9212140
1999,9910006,9802010
1999,9908097,9803164
1999,9902190,9706125
1998,9805031,9712211
1999,9906052,9312047
1995,9507126,9305155
1998,9807096,9706082
1997,9705220,9705030
1996,9610002,9607134
1998,9802067,9705130
1998,9805136,9709107
1997,9707105,9607091
1998,9811212,9810130
1995,9507126,9312003
1997,9711102,9605150
1997,9708110,9704157
1998,9801116,9512031
1998,9801160,9701088
1999,9909187,9604189
1998,9705131,9402119
1998,9808073,9503179
1998,9806174,9607174
1996,9602028,9501049
1994,9412213,9304149
1997,9712179,9704006
1999,9901080,9810099
1997,9706207,9401003
1999,9904164,9310026
1998,9807063,9412167
1999,9903094,9802150
1999,9911037,9905224
1998,9804202,9803040
1997,9711200,9611125
1998,9804183,9710141
1997,9704169,9702019
1998,9809056,9611159
1997,9712234,9412019
1996,9603075,9510183
1999,9812051,9506035
1993,9312182,9311081
1996,9610073,9508137
1999,9911004,9705221
1996,9604041,9602064
1993,9309097,9301042
1994,9407109,9210163
1996,9610057,9302116
1996,9611122,9509074
1998,9807096,9604034
1997,9703217,9608096
1997,9706054,9304065
1999,9909107,9711124
1999,9901046,9408053
1999,9905111,9609026
1994,9411195,9303016
1999,9902183,9807148
1998,9804028,9608061
1999,9905092,9403177
1994,9409069,9211040
1997,9702194,9207019
1998,9811068,9708098
1995,9504129,9212045
1998,9804060,9705117
1996,9612087,9510017
1999,9909077,9808117
1998,9806216,9806074
1999,9905111,9812025
1997,9708112,9510009
1997,9701092,9608095
1997,9705188,9705055
1996,9602005,9505075
1994,9412115,9309140
1997,9704193,9503124
1998,9802051,9508143
1995,9502140,9203016
1994,9402146,9204065
1999,9907158,9906217
1998,9808048,9805056
1999,9911134,9906204
1999,9907176,9803250
1998,9807235,9806052
1999,9910023,9602105
1997,9704193,9307123
1997,9701127,9610148
1999,9908165,9904095
1997,9709222,9305142
1998,9812031,9811237
1995,9509072,9406005
1999,9910248,9909229
1997,9703098,9603082
1999,9911173,9812210
1999,9903104,9808101
1999,9908049,9703166
1997,9701006,9308002
1999,9906161,9802068
1998,9805002,9610037
1997,9710137,9612124
1993,9311176,9203018
1996,9605028,9505162
1996,9612064,9603156
1997,9708099,9704156
1999,9904010,9810148
1999,9907175,9611099
1999,9908175,9809106
1997,9708134,9707027
1997,9612218,9412179
1996,9612167,9311170
1998,9812133,9808162
1997,9705011,9601029
1996,9605199,9511030
1997,9710046,9605051
1997,9711097,9602064
1998,9801132,9701165
1998,9711136,9606136
1999,9909103,9909001
1998,9712043,9606190
1998,9801141,9711202
1995,9506138,9505074
1993,9309090,9301054
1998,9805045,9610043
1997,9704045,9603181
1998,9808134,9408099
1998,9812089,9701137
1999,9812209,9804176
1996,9604127,9601036
1999,9911004,9809022
1997,9711074,9607057
1995,9505034,9411190
1996,9610042,9512219
1997,9703186,9407087
1998,9808046,9801135
1998,9804076,9510017
1995,9505098,9505004
1999,9907117,9510135
1998,9806195,9302126
1998,9808046,9710231
1997,9712253,9610172
1995,9511131,9504143
1996,9602110,9312164
1998,9804092,9510017
1994,9408053,9309027
1999,9908038,9703078
1997,9706186,9209032
1998,9804097,9711030
1996,9603059,9308083
1999,9911161,9910053
1999,9902188,9611190
1992,9206082,9201019
1998,9709129,9509042
1998,9812220,9812087
1999,9912035,9802049
1999,9912040,9804119
1999,9905111,9803127
1995,9512078,9512059
1997,9711001,9709228
1993,9310159,9205037
1997,9704110,9603061
1996,9602028,9401143
1998,9801144,9703134
1996,9512157,9510134
1998,9808124,9711163
1997,9703209,9703077
1995,9511213,9507115
1998,9808070,9509168
1997,9701094,9509161
1997,9701162,9607105
1998,9803205,9506126
1998,9803194,9802033
1995,9511157,9504145
1997,9703041,9702202
1996,9608145,9307158
1999,9909145,9404108
1999,9902028,9302116
1997,9704164,9403045
1998,9807050,9710063
1997,9705122,9607050
1999,9911022,9808175
1995,9505045,9504145
1996,9611233,9607201
1996,9604035,9501068
1994,9405106,9302014
1997,9710211,9705183
1997,9703127,9701127
1997,9704052,9408109
1997,9703053,9603081
1997,9706128,9408053
1997,9710020,9705106
1996,9610241,9608102
1994,9408048,9311010
1996,9610148,9609176
1998,9806204,9508002
1997,9712172,9708015
1999,9910052,9802067
1999,9905198,9402044
1995,9503124,9401139
1996,9601022,9504110
1998,9804123,9707241
1996,9610212,9207009
1998,9807107,9612121
1999,9910249,9801110
1994,9411221,9211109
1999,9908134,9802109
1998,9801087,9711080
1999,9901028,9807057
1999,9903081,9709171
1999,9904134,9803188
1998,9809144,9711200
1996,9605170,9406132
1997,9707041,9705236
1999,9902156,9606113
1999,9910004,9802150
1998,9812031,9610140
1997,9712076,9411224
